ID,Lat,Lon,DetCov1,Elevation,Depth,Length,Width,Area,,,Wetland Type,Other,Beaver Influenced,NOTES
12776,39.93103,-105.25716,,1764,1.50,143.87,,868.30,Pond,Permanent,Natural,2010,N/A,
12776,39.93103,-105.25716,,1764,1.00,114.91,,551.10,Pond,Permanent,Natural,2010,N/A,
CO-11610,40.117927,-105.257475,,,,,,983.00,,,,2008,N/A,
CO-12392,40.000771,-105.259428,,,,,,1168.00,Pond,Permanent,Artificial,2008,N/A,
CO-2387,39.542181,-105.259832,,2380,,,,1191.00,Pond,Permanent,Artificial,2007,N/A,
CO-DUCK,40.081382,-105.260235,,1622,,,,3000.00,Pond,Permanent,Artificial,2008,N/A,
CO-11667,40.108943,-105.260587,,1650,,,,3684.00,Pond,Permanent,Artificial,2008,N/A,
12939,39.89853,-105.26098,,1908,1.30,,,,Pond,Permanent,Artificial,2007,N/A,
12939,39.89853,-105.26098,,1908,3.00,,,,Pond,Permanent,Artificial,2008,N/A,
12939,39.89853,-105.26098,,1908,,,,,Pond,Permanent,Artificial,2008,N/A,
12939,39.89853,-105.26098,,1908,,,,,Pond,Permanent,Artificial,2008,N/A,
12939,39.89853,-105.26098,,1908,0.10,,,,Pond,Permanent,Artificial,2008,N/A,
12939,39.89853,-105.26098,,1908,1.00,,,1161.00,Pond,Permanent,Artificial,2009,N/A,
12939,39.89853,-105.26098,,1908,0.50,,,,Pond,Permanent,Artificial,2009,N/A,
12939,39.89853,-105.26098,,1908,1.70,143.26,,1187.30,Pond,Permanent,Artificial,2010,N/A,
12939,39.89853,-105.26098,,1908,1.50,446.00,,1261.99,Pond,Permanent,Artificial,2010,N/A,
12939,39.89853,-105.26098,,1908,0.40,96.01,,567.30,Pond,Permanent,Artificial,2010,N/A,
12939,39.89853,-105.26098,,1908,0.50,,,608.50,Pond,Permanent,Artificial,2011,N/A,
CO-12617,39.959127,-105.260994,,1753,,,,,Pond,Semi-permanent,Artificial,2007,N/A,
CO-12617,39.959127,-105.260994,,1753,,,,86.00,Pond,Semi-permanent,Artificial,2008,N/A,
CO-12617,39.959127,-105.260994,,1753,0.90,,,107.00,Pond,Semi-permanent,Artificial,2008,N/A,
CO-12617,39.959127,-105.260994,,1753,,,,,Pond,Semi-permanent,Artificial,2008,N/A,
CO-12617,39.959127,-105.260994,,1753,,,,,Pond,Semi-permanent,Artificial,2008,N/A,
CO-12617,39.959127,-105.260994,,1753,1.00,55.00,,233.00,Pond,Semi-permanent,Artificial,2011,N/A,
CO-12617,39.959127,-105.260994,,1753,1.00,,,,Pond,Semi-permanent,Artificial,2011,N/A,
CO-RULA,39.504864,-105.262321,,,,,,7360.00,,,,2007,N/A,
CO-10744,39.96447,-105.262327,,1768,,,,,Pond,Semi-permanent,Artificial,2007,N/A,
CO-10744,39.96447,-105.262327,,1768,1.00,,,245.00,Pond,Semi-permanent,Artificial,2009,N/A,
CO-10744,39.96447,-105.262327,,1768,1.00,,,,Pond,Semi-permanent,Artificial,2011,N/A,
CO-10744,39.96447,-105.262327,,1768,0.50,,,,Pond,Semi-permanent,Artificial,2011,N/A,
12820,39.914764,-105.262357,,1857,,,,,Pond,Permanent,Artificial,2007,N/A,
12820,39.914764,-105.262357,,1857,2.50,289.68,,2350.30,Pond,Permanent,Artificial,2010,N/A,
CO-10527,40.132443,-105.262499,,1682,15.00,,,1845.00,Pond,Temporary,,2007,N/A,
CO-BURG,40.111677,-105.263172,,1673,2.00,,,1393.00,Pond,Permanent,Artificial,2008,N/A,
9942,39.93372,-105.26376,,1751,2.00,,,,Pond,Permanent,Artificial,2007,N/A,
9942,39.93372,-105.26376,,1751,,,,749.00,Pond,Permanent,Artificial,2008,N/A,
9942,39.93372,-105.26376,,1751,0.80,,,,Pond,Permanent,Artificial,2008,N/A,
9942,39.93372,-105.26376,,1751,,,,,Pond,Permanent,Artificial,2008,N/A,
9942,39.93372,-105.26376,,1751,,,,,Pond,Permanent,Artificial,2008,N/A,
9942,39.93372,-105.26376,,1751,2.50,,,1259.00,Pond,Permanent,Artificial,2009,N/A,
9942,39.93372,-105.26376,,1751,2.00,,,973.00,Pond,Permanent,Artificial,2009,N/A,
9942,39.93372,-105.26376,,1751,1.50,,,,Pond,Permanent,Artificial,2009,N/A,
9942,39.93372,-105.26376,,1751,2.00,115.82,,642.30,Pond,Permanent,Artificial,2010,N/A,
9942,39.93372,-105.26376,,1751,2.00,361.00,,392.10,Pond,Permanent,Artificial,2010,N/A,
9942,39.93372,-105.26376,,1751,1.50,100.58,,557.30,Pond,Permanent,Artificial,2010,N/A,
9942,39.93372,-105.26376,,1751,1.50,98.00,,487.00,Pond,Permanent,Artificial,2011,N/A,
9942,39.93372,-105.26376,,1751,1.50,137.00,,1094.50,Pond,Permanent,Artificial,2011,N/A,
CO-Oxyg,39.50335,-105.263832,,2573,,,,809.00,Pond,Permanent,Artificial,2007,N/A,
12958,39.88641,-105.26447,,1958,1.10,,,,Pond,Permanent,Artificial,2007,N/A,
12958,39.88641,-105.26447,,1958,0.50,,,230.00,Pond,Permanent,Artificial,2009,N/A,
12958,39.88641,-105.26447,,1958,0.60,,,331.00,Pond,Permanent,Artificial,2009,N/A,
12958,39.88641,-105.26447,,1958,0.50,160.32,,861.32,Pond,Permanent,Artificial,2010,N/A,
12958,39.88641,-105.26447,,1958,0.50,72.54,,204.10,Pond,Permanent,Artificial,2010,N/A,
12958,39.88641,-105.26447,,1958,0.00,72.24,,238.70,Pond,Permanent,Artificial,2010,N/A,
CO-LAVA,40.087562,-105.265715,,1624,,,,41200.00,Lake,Permanent,Artificial,2008,N/A,
CO-LAVA,40.087562,-105.265715,,1624,2.00,,,48572.00,Lake,Permanent,Artificial,2009,N/A,
CO-11340,40.16039,-105.266507,,1712,1.00,,,,Pond,Permanent,Artificial,2007,N/A,
CO-11843,40.06648,-105.26868,,1673,,,,4688.00,Pond,Permanent,Artificial,2009,N/A,
CO-11843,40.06648,-105.26868,,1673,2.00,,,4639.00,Pond,Permanent,Artificial,2009,N/A,
CO-12593,39.965968,-105.271094,,1853,2.00,,,,Pond,Semi-permanent,Artificial,2007,N/A,
CO-12593,39.965968,-105.271094,,1853,0.70,,,544.00,Pond,Semi-permanent,Artificial,2009,N/A,
CO-10573,39.924413,-105.272071,,1864,1.00,,,,Pond,Other,Artificial,2007,N/A,
CO-2029,40.050041,-105.273489,,2359,,,,359.00,Pond,Permanent,Artificial,2007,N/A,
2319,39.548297,-105.281428,,2454,,,,3361.00,Pond,Permanent,Natural,2007,N/A,
10412,40.2457,-105.28621,,1682,1.50,,,1845.00,Pond,Permanent,Artificial,2009,N/A,
CO-2205,39.563474,-105.287129,,2556,,,,1371.00,Pond,Permanent,Natural,2007,N/A,
CO-WESU,40.619116,-105.309562,,,2.00,,,3202.00,Pond,Permanent,Other,2008,N/A,
CO-FREE,40.639812,-105.310458,,2215,2.00,,,1418.00,Pond,Permanent,Natural,2008,N/A,
CO-2329,39.546879,-105.321793,,2451,,,,8000.00,Pond,Permanent,Artificial,2007,N/A,
Trinch5,37.38533,-105.32277,,2565,3.00,321.87,,4225.80,Pond,Permanent,Artificial,2010,N/A,
Trinch4,37.38952,-105.33526,,2550,2.50,225.31,,3111.20,Pond,Permanent,Artificial,2010,N/A,
CO-DOTS,40.624618,-105.359393,,2214,2.00,,,3526.00,Pond,Temporary,Artificial,2008,N/A,
Trinch6,37.34851,-105.36255,,2518,1.50,402.34,,2737.00,Pond,Temporary,Artificial,2010,N/A,
9178,39.847209,-105.364093,,2357,,,,,Pool,Permanent,Natural,2007,N/A,
MHomeSWA,37.40054,-105.3701,,2508,2.00,386.24,,6812.00,Pond,Permanent,Artificial,2010,N/A,
Trinch1,37.47157,-105.41108,,2516,0.50,70.10,,105.50,Pond,Temporary,Artificial,2010,N/A,
Trinch3,37.4394,-105.4315,,2448,2.50,121.01,,1118.70,Pond,Permanent,Artificial,2010,N/A,
12968,39.883958,-105.445527,,2693,,,,1011.00,Pond,Permanent,Artificial,2007,N/A,
Trinch2,37.43476,-105.44629,,2423,3.00,103.02,,826.20,Pond,Permanent,Artificial,2010,N/A,
CO-BICA,39.884614,-105.453379,,2721,,,,5502.00,,,,2007,N/A,
CO-12004,40.057389,-105.460502,,2618,,,,4163.00,Pond,Permanent,Natural,2007,N/A,
CO-10317,39.951877,-105.46394,,2598,,,,9293.00,Pond,Temporary,,2007,N/A,
9131,39.870522,-105.472073,,2778,,,,,Pond,Permanent,Artificial,2007,N/A,
CO-Bull,40.87755,-105.48337,,2369,,,,19600.00,Pond,Permanent,Natural,2008,N/A,
CO-12466,39.988617,-105.493739,,2490,0.60,,,,Pond,Permanent,Natural,2007,N/A,
CO-12970,39.882337,-105.500039,,2767,,,,1842.00,Pond,Semi-permanent,Natural,2007,N/A,
CO-CHUBO,40.74038,-105.50101,,2295,,,,9517.00,Pond,Permanent,Natural,2009,N/A,
CO-ORRM,40.846617,-105.505998,,2420,,,,9929.00,Lake,Permanent,Natural,2008,N/A,
CO-Mud,39.977612,-105.509696,,2555,,,,14239.00,Lake,Permanent,Natural,2007,N/A,
CO-PUTT,40.84461,-105.510506,,2417,,,,,Pond,Permanent,Artificial,2008,N/A,
12983,39.878843,-105.511874,,2805,0.30,,,,Pond,Permanent,,2007,N/A,
12981,39.87882,-105.513283,,2816,,,,529.00,Pond,Permanent,Natural,2007,N/A,
CO-LODU,39.965042,-105.517245,,2541,,,,1556.00,Pond,Permanent,Artificial,2007,N/A,
CO-11564,40.122018,-105.518074,,3783,0.30,,,500.00,Pond,Permanent,Natural,2007,N/A,
CO-BENCH,40.845795,-105.518489,,2423,2.00,,,796.00,Pond,Permanent,Artificial,2008,N/A,
11747,40.075243,-105.518943,,2908,,,,3928.00,Pond,Permanent,Natural,2007,N/A,
CO-LOST,40.846939,-105.524652,,2401,,,,11400.00,Pond,Permanent,Natural,2008,N/A,
CO-MYBA,40.842766,-105.52631,,2443,,,,8564.00,Pond,Permanent,Natural,2008,N/A,
10488,39.989936,-105.530194,,10488,,,,,Pond,Permanent,Artificial,2007,N/A,
CO-12370,40.008709,-105.542304,,2948,1.00,,,666.00,Pond,Temporary,Natural,2007,N/A,
11928,40.080155,-105.543396,,3123,,,,77.00,Pond,Permanent,,2007,N/A,
CO-11807,40.091733,-105.55189,,3099,0.50,,,3851.00,Pond,Permanent,Natural,2007,N/A,
11518,40.126798,-105.554399,,2617,10.00,,,,Pond,Other,Artificial,2007,N/A,
11799,40.092893,-105.556407,,3134,,,,3464.00,Pond,Permanent,Natural,2007,N/A,
11820,40.090537,-105.557059,,3122,,,,7129.00,Pond,Permanent,Natural,2007,N/A,
CO-REDF,40.796251,-105.558426,,,2.00,,,15000.00,Lake,Permanent,Artificial,2009,N/A,
12306,40.014479,-105.561183,,,0.15,,,,Pond/Pool,Permanent,Natural,2007,N/A,
12341,40.009807,-105.577034,,3132,,,,700.00,Pond,Permanent,Natural,2007,N/A,
CO-CREE2,40.864048,-105.579743,,2541,,,,35000.00,Pond,Permanent,Natural,2008,N/A,
CO-CREE3,40.862439,-105.586163,,2539,,,,33400.00,Pond,Permanent,Natural,2008,N/A,
CO-CREED,40.859853,-105.589976,,2552,,,,19578.00,Lake,Permanent,Natural,2008,N/A,
CO-10905,40.319262,-105.605972,,2659,0.50,,,493.00,Pond,Temporary,Natural,2007,N/A,
10909,40.318747,-105.608691,,2668,0.40,,,1412.00,Pond,Permanent,Natural,2007,N/A,
12563,39.975435,-105.608776,,2995,,,,669.00,Pond,Permanent,Natural,2007,N/A,
12532,39.980166,-105.613276,,2958,,,,100.00,Pond,Permanent,,2007,N/A,
CO-13530,40.403848,-105.620718,,,0.60,,,4419.00,Pond,Semi-permanent,Natural,2007,N/A,
Blanca2,37.57064,-105.67097,,2304,0.50,1110.45,,44059.00,Pond,Temporary,Natural,2010,N/A,
Blanca1,37.5661,-105.672,,2305,2.50,1271.38,,16117.00,Pond,Permanent,Artificial,2010,N/A,
13493,40.416106,-105.676542,,2806,0.30,,,467.00,Pond,Temporary,Natural,2007,N/A,
13486,40.417233,-105.678852,,2810,,,,1463.00,Pond,Temporary,Natural,2007,N/A,
Blanca3,37.55655,-105.67979,,2306,3.00,225.31,,3403.50,Pond,Permanent,Artificial,2010,N/A,
Blanca4,37.55432,-105.70071,,2302,2.50,0.40,,23334.00,Pond,Permanent,Artificial,2010,N/A,
Blanca5,37.54464,-105.71697,,2306,2.50,482.80,,13094.00,Pond,Permanent,Artificial,2010,N/A,
Blanca6,37.54199,-105.72644,,2306,2.50,692.02,,19526.00,Pond,Permanent,Artificial,2010,N/A,
Alamosa7,37.41393,-105.75793,,2303,1.50,370.15,,3377.90,Pond,Temporary,Artificial,2010,N/A,
Alamosa6,37.37793,-105.7688,,2297,1.50,514.99,,6160.70,Pond,Temporary,Artificial,2010,N/A,
Alamosa5,37.38289,-105.77423,,2304,1.50,836.86,,10497.00,Pond,Permanent,Artificial,2010,N/A,
Alamosa4,37.39708,-105.77979,,2306,1.00,241.40,,1443.70,Pond,Temporary,Artificial,2010,N/A,
Alamosa2,37.41737,-105.77985,,2299,1.50,547.18,,16491.00,Pond,Temporary,Artificial,2010,N/A,
Alamosa3,37.41013,-105.7822,,2300,0.50,692.02,,7018.50,River,Permanent,Natural,2010,N/A,
Alamosa1,37.43863,-105.80187,,2298,1.50,337.96,,7409.40,Pond,Temporary,Artificial,2010,N/A,
AlaGolf1,37.48011,-105.8718,,2309,2.50,273.59,,1483.80,Pond,Temporary,Artificial,2010,N/A,
AlaGolf2,37.47987,-105.89392,,2308,1.50,241.40,,1160.90,Pond,Temporary,Artificial,2010,N/A,
Native2,37.47294,-105.94243,,2313,2.50,949.51,,21854.00,Pond,Permanent,Artificial,2010,N/A,
Native1,37.47617,-105.944,,2314,2.50,981.70,,37166.00,Pond,Permanent,Artificial,2010,N/A,
Higel1,37.56171,-105.99002,,2316,2.50,0.19,,2165.20,Pond,Permanent,Artificial,2010,N/A,
Higel3,37.56136,-105.99014,,2316,2.00,45.42,,166.90,Pond,Permanent,Artificial,2010,N/A,
Higel2,37.56165,-105.99023,,2316,3.00,450.62,,7578.90,Pond,Permanent,Artificial,2010,N/A,
RioSWA1,37.576,-106.052102,,2329,1.50,547.18,,3876.50,Stream,Permanent,Artificial,2010,N/A,
CDOW4,37.57595,-106.05241,,2325,,,,2232.00,pond,Permanent,Artificial,2009,N/A,
RioSWA2,37.56978,-106.06106,,2325,1.50,579.36,,14318.00,Pond,Semi-permanent,Artificial,2010,N/A,
CDOW3,37.56992,-106.06197,,2325,,,,64000.00,Wetland,Temporary,Natural,2009,N/A,
CDOW2,37.57001,-106.06394,,2327,1.00,,,3324.00,Pond,Permanent,Natural,2009,N/A,
CDOW1,37.57553,-106.06863,,2330,2.00,,,1923.00,Pond,Permanent,,2009,N/A,
CDOW,37.57684,-106.07151,,2331,,,,482.00,Wetland,Temporary,Natural,2009,N/A,
CDOW5,37.58052,-106.09044,,2312,1.50,,,2026.00,Wetland,Permanent,Natural,2009,N/A,
Russell3,37.95947,-106.11817,,2321,2.50,1561.06,,96013.00,Pond,Permanent,Artificial,2010,N/A,
Russell4,37.94828,-106.12008,,2319,1.50,370.15,,8153.40,Pond,Temporary,Artificial,2010,N/A,
Russell2,37.96108,-106.12008,,2322,2.50,965.61,,46335.00,Pond,Permanent,Artificial,2010,N/A,
Russell1,39.96,-106.12315,,2321,2.50,547.18,,14281.00,Pond,Permanent,Artificial,2010,N/A,
Monte3,37.48867,-106.12826,,2335,1.50,901.23,,12499.00,Pond,Permanent,Artificial,2010,N/A,
Monte2,37.48714,-106.13437,,2238,0.50,1062.17,,38186.00,Pond,Temporary,Artificial,2010,N/A,
Monte4,37.4791,-106.1361,,2337,1.50,1142.63,,54115.00,Pond,Temporary,Artificial,2010,N/A,
Monte1,37.48595,-106.14565,,2341,1.50,498.90,,15847.00,Pond,Permanent,Artificial,2010,N/A,
Monte5,37.47404,-106.14709,,2334,1.00,402.34,,6222.40,Pond,Temporary,Artificial,2010,N/A,
COPO,40.40945137,-106.8072792,,2125,3.00,,,4463.00,,,,2008,N/A,
CO-Winde,40.517562,-106.983409,,,,,,15603.00,,,,2008,N/A,
CO-NIP,40.846053,-107.101676,,3450,,,,1000.00,Pond,Permanent,Natural,2008,N/A,
CO-SHSL,40.77051604,-107.1560488,,2523,1.00,,,4609.00,Pond,Permanent,Other,2008,N/A,
CO-LYNX,40.03369343,-107.260363,,2916,,,,,Pond,Permanent,Natural,2008,N/A,
CO-VIVA,40.216333,-107.268326,,2350,,,,3105.00,Pond,Permanent,Artificial,2008,N/A,
CO-MARIO,40.21339,-107.27091,,2385,,,,1154.00,Pond,Permanent,Natural,2008,N/A,
CO-ELK,40.124034,-107.293641,,10303,,,,1263.00,Pond,Permanent,,2008,N/A,
ELKH,40.563739,-107.373565,,1947,0.50,,,15000.00,Lake,Temporary,Artificial,2008,N/A,
CO-RESTS,40.497774,-107.374611,,,,,,,,,,2007,N/A,
CO-RESTS,40.497774,-107.374611,,,,,,7706.00,,,,2008,N/A,
CO-DIORM,40.75277,-107.38508,,3650,,,,1236.00,Pond,Permanent,Natural,2008,N/A,
CO-CRAIG,40.512539,-107.486241,,1895,,,,,Pond,Permanent,Artificial,2007,N/A,
CO-CRAIG,40.512539,-107.486241,,1895,,,,38000.00,Pond,Permanent,Artificial,2008,N/A,
CO-WIND1,40.039573,-107.57556,,2504,6.00,,,6149.00,Pond,Permanent,Artificial,2009,N/A,
CO-WIND2,40.038805,-107.576936,,2504,0.40,,,11955.00,Pond,Permanent,Artificial,2009,N/A,
104601,40.03251,-107.58081,,2534,0.70,,,129.00,Pond,Temporary,Natural,2009,N/A,
CO-ACRES,39.99994,-107.5838,,2147,2.50,,,,Pond,Permanent,Artificial,2009,N/A,
206150,40.03896,-107.58428,,,0.50,,,125.00,Pool,Permanent,Natural,2009,N/A,
CO-STINK,40.0364,-107.59441,,2459,2.00,,,,Pond,Permanent,Natural,2009,N/A,
CO-BAMA,39.94058,-107.60059,,2559,,,,110.00,Pond,Permanent,Natural,2009,N/A,
CO-HIKE,39.937335,-107.606661,,2570,2.00,,,75000.00,Pond,Permanent,Natural,2008,N/A,
CO-SAND,40.01736,-107.61238,,2439,2.00,,,493.00,Pond,Permanent,Artificial,2009,N/A,
CO-DONDO,40.017459,-107.612384,,2436,,3437.00,,206.00,Pond,Temporary,Natural,2008,N/A,
CO-Sterr,39.929227,-107.612983,,2624,,,,15166.00,Lake,Permanent,Natural,2008,N/A,
CO-Sterr,39.929227,-107.612983,,2624,3.00,,,7998.00,Lake,Permanent,Natural,2009,N/A,
208019,39.92548,-107.62329,,2603,1.50,,,1759.00,Pond,Permanent,,2009,N/A,
207750,39.92495,-107.62425,,2603,4.00,,,2356.00,Pond,Permanent,Natural,2009,N/A,
CO-MONST,40.010359,-107.625487,,,,,,43357.00,,,,2008,N/A,
CO-MONST,40.010359,-107.625487,,,8.00,,,79899.00,,,,2009,N/A,
CO-20781,39.93040636,-107.62562541,,2560,,,,3248.00,Pond,Temporary,Natural,2008,N/A,
CO-BUCK,39.9236,-107.62643,,2593,1.50,,,2974.00,Pond,Permanent,Natural,2009,N/A,
207763,39.9316,-107.62667,,2567,2.00,,,1187.00,Pond,Permanent,Natural,2009,N/A,
207862,39.92953,-107.62827,,2571,3.00,,,2596.00,Pond,Permanent,Natural,2008,N/A,
CO-PUDD,39.944576,-107.628471,,2412,,,,187.00,Pond,Temporary,Natural,2008,N/A,
CO-MOSHI,39.94137,-107.63084,,2457,1.00,,,,Pond,Permanent,Natural,2009,N/A,
CO-SILT,39.564864,-107.682654,,1721,,,,2197.00,Pond,Permanent,Artificial,2008,N/A,
CO-SCAT,39.94831,-107.7048,,2064,4.00,,,8224.00,Pond,Permanent,Natural,2009,N/A,
CO-WILSO,40.312623,-107.766304,,1919,2.00,,,,Lake,,,2008,N/A,
RIRE,39.52659,-107.782675,,1616,2.00,,,,Pond,Permanent,Artificial,2008,N/A,
CO-LARE,40.14637,-107.79775,,2308,1.50,,,7303.00,Pond,Permanent,Natural,2009,N/A,
205767,40.06417,-107.81142,,2059,,,,1823.00,Pond,Permanent,Artificial,2009,N/A,
206522,40.00033,-107.84176,,1996,,,,3106.00,Pond,Permanent,Artificial,2009,N/A,
206237,40.01081,-107.85215,,1980,1.50,,,5424.00,Pond,Permanent,Artificial,2009,N/A,
CO-3PIG,40.01047,-107.88374,,1998,2.00,,,2844.00,Pond,Permanent,Artificial,2009,N/A,
CO-GRAVY,40.1727,-107.93461,,2154,,,,3619.00,Pond,Permanent,Artificial,2009,N/A,
CO-WOWA,39.745613,-107.944872,,2222,,,,2198.00,Pond,Permanent,Artificial,2008,N/A,
CO-Hay,40.14923,-107.9621,,2040,2.00,,,1796.00,Pond,Permanent,Artificial,2009,N/A,
CO-HIOG,40.01812,-107.97176,,1813,3.00,,,2391.00,Pond,Permanent,Artificial,2009,N/A,
CO-MOON,40.0034,-107.98319,,1902,1.50,,,1113.00,Pond,Permanent,Artificial,2009,N/A,
CO-ROPEY,40.00479,-107.98354,,1901,1.50,,,350.00,Pond,Permanent,Artificial,2009,N/A,
CO-ROPE2,40.0135,-107.98363,,1908,1.50,,,,Pond,Permanent,Artificial,2009,N/A,
CO-ICOW,39.99088,-107.9887,,1921,0.50,,,649.00,Pond,Permanent,Artificial,2009,N/A,
CO-GUS,40.0195,-107.99503,,1853,2.00,,,936.00,Pond,Permanent,,2009,N/A,
CO-HOFLY,40.01817,-107.99732,,1820,0.50,,,,Pond,Permanent,Artificial,2009,N/A,
CO-RIOB,40.08862,-108.20461,,1759,,,,,Lake,Permanent,Artificial,2009,N/A,
Dowdy,37.112586,-121.355927,,493,1.00,80.00,,458.60,Pond,Permanent,Artificial,2010,N/A,
Dowdy,37.112586,-121.355927,,493,1.50,68.00,,370.00,Pond,Permanent,Artificial,2010,N/A,
P20,37.112303,-121.371803,,567,3.00,150.00,,1208.40,Pond,Permanent,Artificial,2009,N/A,
P20,37.112303,-121.371803,,567,3.00,131.00,,1131.50,Pond,Permanent,Artificial,2009,N/A,
O22,37.209452,-121.37281,,343,3.00,357.00,,2462.70,Pond,Permanent,Artificial,2010,N/A,
UPSTRM,37.13869,-121.3736,,292,3.00,228.00,,2088.60,Pond,Permanent,Artificial,2010,N/A,
P19,37.124332,-121.374193,,342,3.00,184.00,,2066.50,Pond,Permanent,Artificial,2010,N/A,
DGNFLY,37.13874,-121.37502,,277,2.50,78.00,,256.80,Pond,Temporary,Artificial,2010,N/A,
PLOS,37.149268,-121.382763,,429,0.67,65.00,,247.40,Pond,Temporary,Natural,2010,N/A,
PLOS,37.149268,-121.382763,,429,,52.00,,145.60,Pond,Temporary,Natural,2010,N/A,
CE03,37.119072,-121.385285,,534,1.00,105.00,,252.70,Pond,Temporary,Artificial,2009,N/A,
CE03,37.119072,-121.385285,,534,0.50,80.00,,281.30,Pond,Temporary,Artificial,2009,N/A,
WILLS,37.177176,-121.389238,,390,3.00,481.00,,4636.20,Pond,Permanent,Artificial,2010,N/A,
O26,37.167194,-121.404529,,467,3.00,224.00,,2036.30,Pond,Permanent,Artificial,2010,N/A,
P06,37.14623,-121.405916,,490,2.00,80.00,,417.90,Pond,Semi-permanent,Artificial,2010,N/A,
P06,37.14623,-121.405916,,490,1.00,66.00,,280.40,Pond,Semi-permanent,Artificial,2010,N/A,
C30,37.076426,-121.4092572,,540,1.00,150.00,,883.20,Pond,Temporary,Artificial,2009,N/A,
C30,37.076426,-121.4092572,,540,0.50,96.00,,431.90,Pond,Temporary,Artificial,2009,N/A,
C60,37.0590732,-121.4096686,,583,2.50,72.00,,337.30,Pond,Temporary,Artificial,2009,N/A,
C60,37.0590732,-121.4096686,,583,1.00,66.00,,300.60,Pond,Temporary,Artificial,2009,N/A,
C35,37.092296,-121.417685,,624,1.00,151.00,,1310.30,Pond,Permanent,Artificial,2009,N/A,
P08,37.13751,-121.418606,,685,1.00,134.00,,946.70,Pond,Permanent,Artificial,2009,N/A,
P08,37.13751,-121.418606,,685,3.00,136.00,,1133.30,Pond,Permanent,Artificial,2010,N/A,
P10,37.130297,-121.419344,,648,3.90,319.00,,4203.10,Pond,Permanent,Artificial,2009,N/A,
TuleHC,37.099088,-121.422343,,586,2.00,213.00,,2203.20,Pond,Permanent,Artificial,2009,N/A,
C09,37.136386,-121.434016,,687,2.00,106.00,,726.90,Pond,Permanent,Artificial,2009,N/A,
CA-LVBW2,40.504221,-121.434575,,,,225.30,,1707.40,Pond,Permanent,Natural,2010,N/A,
CA-LVBW2,40.504221,-121.434575,,,,,,,Pond,Permanent,Natural,2011,N/A,
CA-LVBW1,40.50534821,-121.4378281,,,1.00,740.00,,8838.70,Pond,Permanent,Natural,2010,N/A,
CA-LVBW1,40.50534821,-121.4378281,,,,,,,Pond,Permanent,Natural,2011,N/A,
C57,37.114189,-121.437929,,719,0.13,52.00,,99.20,Pond,Temporary,Artificial,2009,N/A,
C48,37.111294,-121.440577,,620,0.50,84.00,,510.80,Pond,Temporary,Artificial,2009,N/A,
C49,37.110695,-121.44268,,595,1.90,88.00,,377.70,Pond,Permanent,Artificial,2009,N/A,
C49,37.110695,-121.44268,,595,1.00,85.00,,426.40,Pond,Permanent,Artificial,2009,N/A,
C68,37.063776,-121.446925,,304,3.00,259.00,,1381.40,Pond,Permanent,Artificial,2009,N/A,
C68,37.063776,-121.446925,,304,2.90,316.00,,1893.70,Pond,Permanent,Artificial,2009,N/A,
CA-LVBW3,40.5126,-121.4472,,,0.46,,,23271.00,Wetland,Permanent,Natural,2010,N/A,
C62,37.076989,-121.464058,,270,1.00,120.00,,197.90,Pond,Temporary,Artificial,2009,N/A,
C20,37.145266,-121.476384,,520,3.00,106.00,,482.00,Pond,Permanent,Artificial,2009,N/A,
C20,37.145266,-121.476384,,520,1.00,99.00,,659.50,Pond,Permanent,Artificial,2009,N/A,
C21,37.1548563,-121.4812466,,581,3.00,163.00,,899.00,Pond,Permanent,Artificial,2009,N/A,
WeedPR,37.084743,-121.483672,,550,2.00,134.00,,1001.20,Pond,Permanent,Artificial,2009,N/A,
WeedPR,37.084743,-121.483672,,550,1.50,342.00,,,Pond,Permanent,Artificial,2009,N/A,
DrLdPR,37.096982,-121.510877,,674,2.00,158.00,,1455.00,Pond,Permanent,Artificial,2009,N/A,
DrLdPR,37.096982,-121.510877,,674,1.00,124.00,,803.50,Pond,Permanent,Artificial,2009,N/A,
DrLdPR,37.096982,-121.510877,,674,,,,1300.00,Pond,Permanent,Artificial,2010,N/A,
DrLdPR,37.096982,-121.510877,,674,2.00,,,1067.10,Pond,Permanent,Artificial,2010,N/A,
ImScdPR,37.1083,-121.519928,,772,3.00,120.00,,1683.80,Pond,Permanent,Artificial,2009,N/A,
ImScdPR,37.1083,-121.519928,,772,1.00,130.00,,1294.80,Pond,Permanent,Artificial,2009,N/A,
MNDZACL,37.072008,-121.520144,,264,1.00,518.00,,4829.30,Pond,Permanent,Artificial,2009,N/A,
CA-SHROM,37.108469,-121.521126,,788,1.00,503.00,,1092.00,Pond,Permanent,Artificial,2010,N/A,
CA-SHROM,37.108469,-121.521126,,788,1.00,,,279.70,Pond,Permanent,Artificial,2010,N/A,
RoopCL,37.063391,-121.522467,,167,3.00,106.00,,726.70,Pond,Permanent,Artificial,2009,N/A,
RoopCL,37.063391,-121.522467,,167,2.00,106.00,,726.70,Pond,Permanent,Artificial,2009,N/A,
ReefPR,37.099641,-121.522998,,599,3.00,166.00,,1604.20,Pond,Permanent,Artificial,2009,N/A,
ReefPR,37.099641,-121.522998,,599,1.00,142.00,,1111.00,Pond,Permanent,Artificial,2009,N/A,
CampgrCL,37.076497,-121.528692,,164,3.00,146.00,,242.30,Pond,Permanent,Artificial,2009,N/A,
