ID,Lat,Lon,DetCov1,Elevation,Depth,Length,Width,Area,,,Wetland Type,Other,Beaver Influenced,NOTES
5CN2,37.687453,-122.028454,,220,2.00,81.00,,516.00,Pond,Permanent,Artificial,2010,N/A,
5CN2,37.687453,-122.028454,,220,1.10,63.00,,225.20,Pond,Permanent,Artificial,2013,N/A,
5CN2,37.687453,-122.028454,,220,1.00,33.00,,57.18,Pond,Permanent,Artificial,2013,N/A,
5CN3,37.685451,-122.035217,,134,3.00,214.00,,2225.70,Pond,Semi-permanent,Artificial,2010,N/A,
5CN3,37.685451,-122.035217,,134,2.00,285.00,,2528.60,Pond,Semi-permanent,Artificial,2010,N/A,
5CN3,37.685451,-122.035217,,134,,192.00,,937.20,Pond,Semi-permanent,Artificial,2013,N/A,
5CN3,37.685451,-122.035217,,134,,174.00,,1592.00,Pond,Semi-permanent,Artificial,2013,N/A,
5CN4,37.677956,-122.035447,,181,3.00,192.00,,1888.10,Pond,Semi-permanent,Artificial,2010,N/A,
5CN4,37.677956,-122.035447,,181,1.75,155.00,,1211.50,Pond,Semi-permanent,Artificial,2010,N/A,
5CN4,37.677956,-122.035447,,181,,91.00,,422.00,Pond,Semi-permanent,Artificial,2013,N/A,
5CN4,37.677956,-122.035447,,181,,81.00,,161.40,Pond,Semi-permanent,Artificial,2013,N/A,
GDPND008,37.642965,-122.04048,,209,1.50,92.00,,577.44,Pond,Semi-permanent,Artificial,2009,N/A,
GDPND008,37.642965,-122.04048,,209,0.50,69.00,,307.10,Pond,Semi-permanent,Artificial,2009,N/A,
GDPND008,37.642965,-122.04048,,209,1.50,142.00,,897.30,Pond,Semi-permanent,Artificial,2010,N/A,
GDPND008,37.642965,-122.04048,,209,1.00,85.00,,724.40,Pond,Semi-permanent,Artificial,2010,N/A,
GDPND008,37.642965,-122.04048,,209,2.00,100.00,,558.30,Pond,Semi-permanent,Artificial,2011,N/A,
GDPND008,37.642965,-122.04048,,209,1.50,95.00,,583.60,Pond,Semi-permanent,Artificial,2011,N/A,
GDPND008,37.642965,-122.04048,,209,2.00,89.00,,496.46,Pond,Semi-permanent,Artificial,2012,N/A,
GDPND008,37.642965,-122.04048,,209,1.00,67.00,,287.07,Pond,Semi-permanent,Artificial,2012,N/A,
GDPND008,37.642965,-122.04048,,209,,85.00,,400.00,Pond,Semi-permanent,Artificial,2013,N/A,
GDPND008,37.642965,-122.04048,,209,,87.00,,439.50,Pond,Semi-permanent,Artificial,2013,N/A,
MUD124,37.7629761,-122.0739285,,278,1.00,40.00,,99.60,Pond,Temporary,Artificial,2009,N/A,
MUD117,37.7829687,-122.0782539,,252,1.90,89.00,,471.20,Pond,Semi-permanent,Artificial,2009,N/A,
MUD97,37.8081701,-122.0815286,,332,2.90,78.00,,443.10,Pond,Temporary,Artificial,2009,N/A,
MUD97,37.8081701,-122.0815286,,332,1.70,67.00,,253.40,Pond,Temporary,Artificial,2009,N/A,
MUD105,37.797108,-122.083321,,308,1.25,54.00,,188.10,Pond,Semi-permanent,Artificial,2010,N/A,
MUD98,37.806841,-122.083523,,342,1.50,78.00,,454.20,Pond,Permanent,Artificial,2010,N/A,
MUD122,37.776188,-122.085153,,179,0.50,58.00,,213.70,Pond,Semi-permanent,Artificial,2010,N/A,
MUD119,37.7798525,-122.0866742,,266,2.00,60.00,,247.30,Pond,Semi-permanent,Artificial,2009,N/A,
MUD115,37.7947212,-122.0882611,,207,2.50,140.00,,1442.90,Pond,Permanent,Artificial,2009,N/A,
MUD115,37.7947212,-122.0882611,,207,2.00,140.00,,1020.30,Pond,Permanent,Artificial,2009,N/A,
ACPND001,37.748474,-122.089956,,222,0.50,46.00,,176.70,Pond,Permanent,Artificial,2010,N/A,
MUD120,37.7793818,-122.0929398,,199,2.00,48.00,,159.80,Pond,Permanent,Artificial,2009,N/A,
MUD102,37.799082,-122.095021,,179,1.00,56.00,,214.30,Pond,Temporary,Artificial,2010,N/A,
CA-BN003,37.94433,-122.133747,,338,1.00,147.00,,1729.10,Pond,Permanent,Artificial,2009,N/A,
CA-BN003,37.94433,-122.133747,,338,1.00,149.00,,1498.40,Pond,Permanent,Artificial,2009,N/A,
CA-BN003,37.94433,-122.133747,,338,1.00,1212.00,,,Pond,Permanent,Artificial,2010,N/A,
CA-BN003,37.94433,-122.133747,,338,1.00,,,1207.40,Pond,Permanent,Artificial,2010,N/A,
CA-BN003,37.94433,-122.133747,,338,,141.00,,1062.83,Pond,Permanent,Artificial,2013,N/A,
CA-BN003,37.94433,-122.133747,,338,1.20,143.00,,1118.30,Pond,Permanent,Artificial,2013,N/A,
BNPND002,37.94566,-122.133961,,336,2.00,192.00,,1545.30,Pond,Permanent,Artificial,2009,N/A,
BNPND002,37.94566,-122.133961,,336,1.00,164.00,,1539.60,Pond,Permanent,Artificial,2009,N/A,
BNPND002,37.94566,-122.133961,,336,1.00,,,36.50,Pond,Permanent,Artificial,2010,N/A,
BNPND002,37.94566,-122.133961,,336,1.00,0.10,,1462.00,Pond,Permanent,Artificial,2010,N/A,
BNPND002,37.94566,-122.133961,,336,,,,1277.90,Pond,Permanent,Artificial,2010,N/A,
BNPND002,37.94566,-122.133961,,336,,130.00,,1102.30,Pond,Permanent,Artificial,2013,N/A,
BNPND002,37.94566,-122.133961,,336,5.00,148.00,,100.50,Pond,Permanent,Artificial,2013,N/A,
BNPND011,37.939738,-122.139813,,300,2.00,202.00,,1433.90,Pond,Permanent,Artificial,2009,N/A,
BNPND011,37.939738,-122.139813,,300,1.00,135.00,,685.20,Pond,Permanent,Artificial,2009,N/A,
BNPND011,37.939738,-122.139813,,300,2.00,181.00,,1467.60,Pond,Permanent,Artificial,2011,N/A,
BNPND011,37.939738,-122.139813,,300,2.00,,,,Pond,Permanent,Artificial,2011,N/A,
BNPND011,37.939738,-122.139813,,300,,147.00,,1099.20,Pond,Permanent,Artificial,2013,N/A,
BNPND011,37.939738,-122.139813,,300,1.20,108.00,,420.40,Pond,Permanent,Artificial,2013,N/A,
BNPND001,37.961364,-122.1408929,,146,3.00,177.00,,1492.50,Pond,Permanent,Artificial,2009,N/A,
BNPND001,37.961364,-122.1408929,,146,,123.00,,913.00,Pond,Permanent,Artificial,2013,N/A,
BNPND001,37.961364,-122.1408929,,146,,112.00,,819.90,Pond,Permanent,Artificial,2013,N/A,
CA-BN004,37.9435248,-122.1410001,,368,1.00,218.00,,2492.60,Pond,Permanent,Artificial,2009,N/A,
CA-BN004,37.9435248,-122.1410001,,368,,233.00,,3300.90,Pond,Permanent,Artificial,2013,N/A,
CA-BN004,37.9435248,-122.1410001,,368,,222.00,,2845.90,Pond,Permanent,Artificial,2013,N/A,
BNPND005,37.9456526,-122.1420267,,358,1.00,351.00,,4468.80,Pond,Permanent,Natural,2009,N/A,
BNPND005,37.9456526,-122.1420267,,358,1.00,216.00,,2985.00,Pond,Permanent,Natural,2009,N/A,
BNPND005,37.9456526,-122.1420267,,358,2.00,263.00,,7256.10,Pond,Permanent,Natural,2011,N/A,
BNPND005,37.9456526,-122.1420267,,358,2.00,,,,Pond,Permanent,Natural,2011,N/A,
BNPND005,37.9456526,-122.1420267,,358,,303.00,,5796.31,Pond,Permanent,Natural,2013,N/A,
BNPND005,37.9456526,-122.1420267,,358,1.10,212.00,,2775.50,Pond,Permanent,Natural,2013,N/A,
BNPND024,37.927101,-122.161295,,210,3.00,106.00,,846.70,Pond,Permanent,Artificial,2009,N/A,
BNPND024,37.927101,-122.161295,,210,1.00,103.00,,764.80,Pond,Permanent,Artificial,2009,N/A,
BNPND024,37.927101,-122.161295,,210,2.00,96.00,,719.30,Pond,Permanent,Artificial,2011,N/A,
BNPND024,37.927101,-122.161295,,210,2.00,,,,Pond,Permanent,Artificial,2011,N/A,
BNPND024,37.927101,-122.161295,,210,,95.00,,617.40,Pond,Permanent,Artificial,2013,N/A,
BNPND024,37.927101,-122.161295,,210,1.30,80.00,,483.90,Pond,Permanent,Artificial,2013,N/A,
BNPND020,37.936122,-122.162995,,341,1.50,82.00,,402.50,Pond,Semi-permanent,Artificial,2009,N/A,
BNPND020,37.936122,-122.162995,,341,1.00,72.00,,320.60,Pond,Semi-permanent,Artificial,2009,N/A,
BNPND020,37.936122,-122.162995,,341,,60.00,,228.00,Pond,Semi-permanent,Artificial,2013,N/A,
BNPND020,37.936122,-122.162995,,341,,57.00,,163.50,Pond,Semi-permanent,Artificial,2013,N/A,
BNPND019,37.9394493,-122.1651161,,338,1.00,49.00,,171.80,Pond,Temporary,Artificial,2009,N/A,
BNPND019,37.9394493,-122.1651161,,338,0.30,32.00,,76.10,Pond,Temporary,Artificial,2013,N/A,
BNPND019,37.9394493,-122.1651161,,338,,,,,Pond,Temporary,Artificial,2013,N/A,
CA-BN016,37.931326,-122.16635,,232,0.00,167.00,,204.70,Pond,Permanent,Artificial,2009,N/A,
CA-BN016,37.931326,-122.16635,,232,1.00,139.00,,1529.70,Pond,Permanent,Artificial,2009,N/A,
CA-BN016,37.931326,-122.16635,,232,,120.00,,702.00,Pond,Permanent,Artificial,2010,N/A,
CA-BN016,37.931326,-122.16635,,232,1.00,507.00,,1796.00,Pond,Permanent,Artificial,2010,N/A,
CA-BN016,37.931326,-122.16635,,232,2.00,,,1533.60,Pond,Permanent,Artificial,2010,N/A,
CA-BN016,37.931326,-122.16635,,232,2.00,143.00,,1691.40,Pond,Permanent,Artificial,2011,N/A,
CA-BN016,37.931326,-122.16635,,232,2.00,155.00,,1493.60,Pond,Permanent,Artificial,2011,N/A,
CA-BN016,37.931326,-122.16635,,232,,136.00,,1354.20,Pond,Permanent,Artificial,2013,N/A,
CA-BN016,37.931326,-122.16635,,232,,122.00,,954.85,Pond,Permanent,Artificial,2013,N/A,
CA-BN018,37.939884,-122.167815,,301,1.50,77.00,,315.60,Pond,Temporary,Artificial,2009,N/A,
CA-BN018,37.939884,-122.167815,,301,1.00,73.00,,152.40,Pond,Temporary,Artificial,2009,N/A,
CA-BN018,37.939884,-122.167815,,301,2.00,87.00,,291.40,Pond,Temporary,Artificial,2011,N/A,
CA-BN018,37.939884,-122.167815,,301,1.50,88.00,,113.30,Pond,Temporary,Artificial,2011,N/A,
CA-BN018,37.939884,-122.167815,,301,,67.00,,205.50,Pond,Temporary,Artificial,2013,N/A,
CA-BN018,37.939884,-122.167815,,301,,,,,Pond,Temporary,Artificial,2013,N/A,
CA-BN017,37.9382444,-122.1701709,,339,2.90,84.00,,438.30,Pond,Permanent,Artificial,2009,N/A,
CA-BN017,37.9382444,-122.1701709,,339,1.00,85.00,,548.40,Pond,Permanent,Artificial,2013,N/A,
CA-BN017,37.9382444,-122.1701709,,339,0.50,63.00,,289.00,Pond,Permanent,Artificial,2013,N/A,
MUD77,37.9292791,-122.1716227,,214,1.00,113.00,,827.20,Pond,Permanent,Artificial,2009,N/A,
MUD77,37.9292791,-122.1716227,,214,,89.00,,490.70,Pond,Permanent,Artificial,2013,N/A,
MUD77,37.9292791,-122.1716227,,214,1.50,76.00,,329.10,Pond,Permanent,Artificial,2013,N/A,
MUD74,37.93127,-122.174771,,209,3.00,88.00,,597.20,Pond,Permanent,Artificial,2009,N/A,
MUD74,37.93127,-122.174771,,209,1.00,71.00,,343.90,Pond,Permanent,Artificial,2009,N/A,
MUD74,37.93127,-122.174771,,209,2.00,76.00,,543.90,Pond,Permanent,Artificial,2011,N/A,
MUD74,37.93127,-122.174771,,209,0.50,50.00,,156.70,Pond,Permanent,Artificial,2011,N/A,
MUD74,37.93127,-122.174771,,209,0.10,22.00,,21.00,Pond,Permanent,Artificial,2013,N/A,
MUD74,37.93127,-122.174771,,209,,,,,Pond,Permanent,Artificial,2013,N/A,
MUD34,37.974672,-122.205468,,149,3.00,55.00,,190.10,Pond,Permanent,Artificial,2010,N/A,
MUD34,37.974672,-122.205468,,149,1.00,51.00,,216.50,Pond,Permanent,Artificial,2010,N/A,
MUD34,37.974672,-122.205468,,149,2.00,45.00,,143.50,Pond,Permanent,Artificial,2011,N/A,
MUD34,37.974672,-122.205468,,149,1.00,43.00,,142.40,Pond,Permanent,Artificial,2011,N/A,
PSMUD,37.972781,-122.209283,,150,2.00,54.00,,209.90,Pond,Permanent,Artificial,2009,N/A,
CTTLMUD,37.906054,-122.211284,,99,1.00,136.00,,644.60,Pond,Temporary,Artificial,2009,N/A,
CTTLMUD,37.906054,-122.211284,,99,0.10,95.00,,527.70,Pond,Temporary,Artificial,2013,N/A,
CTTLMUD,37.906054,-122.211284,,99,0.10,93.00,,652.80,Pond,Temporary,Artificial,2013,N/A,
MUD20,37.97721,-122.212187,,145,2.50,59.00,,283.70,Pond,Temporary,Artificial,2010,N/A,
MUD20,37.97721,-122.212187,,145,0.30,42.00,,102.20,Pond,Temporary,Artificial,2010,N/A,
MUD20,37.97721,-122.212187,,145,2.00,46.00,,1053.40,Pond,Temporary,Artificial,2011,N/A,
MUD20,37.97721,-122.212187,,145,0.25,41.00,,103.00,Pond,Temporary,Artificial,2011,N/A,
MUD17,37.980927,-122.212919,,170,2.00,96.00,,476.80,Pond,Permanent,Artificial,2009,N/A,
MUD17,37.980927,-122.212919,,170,3.00,108.00,,811.00,Pond,Permanent,Artificial,2010,N/A,
MUDCR,37.93853,-122.21432,,210,0.67,66.00,,302.80,Pond,Semi-permanent,Artificial,2013,N/A,
MUDCR,37.93853,-122.21432,,210,0.33,54.00,,692.90,Pond,Semi-permanent,Artificial,2013,N/A,
CSPND013,38.017149,-122.21444,,100,3.00,67.00,,313.30,Pond,Permanent,Artificial,2009,N/A,
MUDRS,37.9417,-122.21533,,,2.00,67.00,,325.10,Pond,Semi-permanent,Artificial,2013,N/A,
MUDRS,37.9417,-122.21533,,,,66.00,,315.40,Pond,Semi-permanent,Artificial,2013,N/A,
MUD70,37.917358,-122.215781,,190,1.00,123.00,,590.10,Pond,Permanent,Artificial,2009,N/A,
MUD70,37.917358,-122.215781,,190,,98.00,,208.70,Pond,Permanent,Artificial,2013,N/A,
MUD70,37.917358,-122.215781,,190,0.75,,,,Pond,Permanent,Artificial,2013,N/A,
MUD05,37.992437,-122.216829,,188,2.00,43.00,,166.90,Pond,Semi-permanent,Artificial,2010,N/A,
MUD26,37.971635,-122.217799,,94,3.00,88.00,,221.50,Pond,Temporary,Artificial,2009,N/A,
CA-MUD67,37.922114,-122.2181168,,157,1.90,107.00,,417.20,Pond,Permanent,Artificial,2009,N/A,
CA-MUD67,37.922114,-122.2181168,,157,1.00,88.00,,557.80,Pond,Permanent,Artificial,2009,N/A,
CA-MUD67,37.922114,-122.2181168,,157,,,,968.27,Pond,Permanent,Artificial,2010,N/A,
CA-MUD67,37.922114,-122.2181168,,157,1.00,,,771.38,Pond,Permanent,Artificial,2010,N/A,
CA-MUD67,37.922114,-122.2181168,,157,2.00,114.00,,692.10,Pond,Permanent,Artificial,2011,N/A,
CA-MUD67,37.922114,-122.2181168,,157,2.00,112.00,,855.70,Pond,Permanent,Artificial,2011,N/A,
CA-MUD67,37.922114,-122.2181168,,157,,100.00,,670.70,Pond,Permanent,Artificial,2013,N/A,
CA-MUD67,37.922114,-122.2181168,,157,1.60,75.00,,456.90,Pond,Permanent,Artificial,2013,N/A,
MUD31,37.958367,-122.21905,,217,3.90,185.00,,2207.70,Pond,Permanent,Artificial,2009,N/A,
MUD31,37.958367,-122.21905,,217,2.00,174.00,,1892.20,Pond,Permanent,Artificial,2009,N/A,
MUD31,37.958367,-122.21905,,217,,191.00,,2386.40,Pond,Permanent,Artificial,2013,N/A,
MUD31,37.958367,-122.21905,,217,40.00,161.00,,1743.30,Pond,Permanent,Artificial,2013,N/A,
MUD07,37.98457,-122.220813,,117,1.00,39.00,,73.80,Pond,Temporary,Artificial,2009,N/A,
MUDLG,37.9605,-122.22242,,240,2.00,494.00,,14288.00,Lake,Permanent,Artificial,2013,N/A,
MUDLG,37.9605,-122.22242,,240,1.20,441.00,,12.05,Lake,Permanent,Artificial,2013,N/A,
CA-SAUS,37.37313726,-122.2237001,,,,,,3000.00,Lake,Permanent,,2012,N/A,
MUDEF,37.95203,-122.22482,,192,2.00,184.00,,2248.20,Pond,Permanent,Artificial,2013,N/A,
MUDEF,37.95203,-122.22482,,192,,165.00,,1705.50,Pond,Permanent,Artificial,2013,N/A,
MUD85,37.898079,-122.226642,,279,3.00,365.00,,5994.90,Pond,Permanent,Artificial,2010,N/A,
MUD85,37.898079,-122.226642,,279,3.00,393.00,,7279.30,Pond,Permanent,Artificial,2010,N/A,
CA-MUD66,37.921472,-122.226876,,135,3.00,88.00,,431.21,Pond,Permanent,Artificial,2009,N/A,
CA-MUD66,37.921472,-122.226876,,135,1.00,72.00,,327.30,Pond,Permanent,Artificial,2009,N/A,
CA-MUD66,37.921472,-122.226876,,135,2.00,,,594.20,Pond,Permanent,Artificial,2010,N/A,
CA-MUD66,37.921472,-122.226876,,135,1.00,,,429.50,Pond,Permanent,Artificial,2010,N/A,
CA-MUD66,37.921472,-122.226876,,135,2.00,81.00,,438.50,Pond,Permanent,Artificial,2011,N/A,
CA-MUD66,37.921472,-122.226876,,135,,80.00,,427.50,Pond,Permanent,Artificial,2013,N/A,
CA-MUD66,37.921472,-122.226876,,135,,48.00,,210.60,Pond,Permanent,Artificial,2013,N/A,
MUD04,37.992064,-122.228016,,131,1.70,103.00,,580.30,Pond,Permanent,Artificial,2009,N/A,
MUD11,37.977308,-122.228995,,79,3.00,344.00,,5223.10,Pond,Permanent,Artificial,2010,N/A,
CA-MUD65,37.925558,-122.231172,,99,2.00,150.00,,912.30,Pond,Semi-permanent,Artificial,2009,N/A,
CA-MUD65,37.925558,-122.231172,,99,1.00,101.00,,434.40,Pond,Semi-permanent,Artificial,2009,N/A,
CA-MUD65,37.925558,-122.231172,,99,2.00,,,1006.00,Pond,Semi-permanent,Artificial,2010,N/A,
CA-MUD65,37.925558,-122.231172,,99,1.00,,,1148.97,Pond,Semi-permanent,Artificial,2010,N/A,
CA-MUD65,37.925558,-122.231172,,99,1.50,148.00,,1333.90,Pond,Semi-permanent,Artificial,2011,N/A,
CA-MUD65,37.925558,-122.231172,,99,2.00,189.00,,969.80,Pond,Semi-permanent,Artificial,2011,N/A,
CA-MUD65,37.925558,-122.231172,,99,,128.00,,1117.05,Pond,Semi-permanent,Artificial,2013,N/A,
CA-MUD65,37.925558,-122.231172,,99,0.20,44.00,,90.45,Pond,Semi-permanent,Artificial,2013,N/A,
MUD46,37.9481,-122.232837,,151,2.50,168.00,,785.00,Pond,Permanent,Artificial,2010,N/A,
MUD46,37.9481,-122.232837,,151,2.00,168.00,,915.40,Pond,Permanent,Artificial,2010,N/A,
MUD46,37.9481,-122.232837,,151,,134.00,,815.60,Pond,Permanent,Artificial,2013,N/A,
MUD46,37.9481,-122.232837,,151,1.10,119.00,,457.70,Pond,Permanent,Artificial,2013,N/A,
MUD22,37.948148,-122.23299,,122,3.00,461.00,,7677.40,Pond,Permanent,Artificial,2010,N/A,
MUD22,37.948148,-122.23299,,122,2.80,422.00,,7457.10,Pond,Permanent,Artificial,2013,N/A,
MUD22,37.948148,-122.23299,,122,,428.00,,5707.70,Pond,Permanent,Artificial,2013,N/A,
MUDNP,37.948148,-122.23299,,170,1.00,25.00,,74.80,Pond,Temporary,Artificial,2010,N/A,
MUD41,37.940023,-122.236489,,227,,71.00,,332.90,Pond,Temporary,Artificial,2010,N/A,
MUD41,37.940023,-122.236489,,227,1.00,63.00,,240.60,Pond,Temporary,Artificial,2010,N/A,
MUD41,37.940023,-122.236489,,227,2.00,57.00,,238.80,Pond,Temporary,Artificial,2011,N/A,
MUD41,37.940023,-122.236489,,227,2.00,43.00,,130.90,Pond,Temporary,Artificial,2011,N/A,
MUD41,37.940023,-122.236489,,227,1.40,61.00,,288.90,Pond,Temporary,Artificial,2013,N/A,
MUD41,37.940023,-122.236489,,227,0.70,48.00,,172.90,Pond,Temporary,Artificial,2013,N/A,
MUDCM,37.930166,-122.236984,,94,2.00,108.00,,717.40,Pond,Permanent,Artificial,2010,N/A,
MUD03,37.9793988,-122.2371793,,187,1.50,48.00,,176.80,Pond,Permanent,Artificial,2009,N/A,
MUDUNK,37.92949,-122.238717,,90,1.00,64.00,,314.27,Pond,Temporary,Artificial,2010,N/A,
MUD40,37.939823,-122.238758,,217,1.50,52.00,,244.10,Pond,Permanent,Artificial,2010,N/A,
MUD40,37.939823,-122.238758,,217,,48.00,,138.00,Pond,Permanent,Artificial,2013,N/A,
MUD40,37.939823,-122.238758,,217,,38.00,,102.00,Pond,Permanent,Artificial,2013,N/A,
MUD62,37.912817,-122.240797,,198,2.00,165.00,,2663.30,Pond,Permanent,Artificial,2009,N/A,
MUD81,37.907,-122.241947,,230,,100.00,,737.40,Pond,Permanent,Artificial,2010,N/A,
MUD39,37.939458,-122.242404,,208,1.00,88.00,,462.40,Pond,Temporary,Artificial,2010,N/A,
MUD39,37.939458,-122.242404,,208,,75.00,,439.30,Pond,Temporary,Artificial,2013,N/A,
MUD39,37.939458,-122.242404,,208,,71.00,,291.80,Pond,Temporary,Artificial,2013,N/A,
MUD23,37.954864,-122.244778,,237,1.50,85.00,,284.70,Pond,Permanent,Artificial,2010,N/A,
MUD23,37.954864,-122.244778,,237,1.25,62.00,,269.20,Pond,Permanent,Artificial,2010,N/A,
MUD23,37.954864,-122.244778,,237,,64.00,,302.70,Pond,Permanent,Artificial,2013,N/A,
MUD23,37.954864,-122.244778,,237,0.50,53.00,,127.80,Pond,Permanent,Artificial,2013,N/A,
MUDB,37.912892,-122.245938,,238,0.10,39.00,,102.40,Pond,Temporary,Artificial,2010,N/A,
MUD37,37.950073,-122.246322,,245,1.50,73.00,,352.40,Pond,Permanent,Artificial,2010,N/A,
MUD37,37.950073,-122.246322,,245,,69.00,,327.40,Pond,Permanent,Artificial,2013,N/A,
MUD37,37.950073,-122.246322,,245,1.50,59.00,,224.10,Pond,Permanent,Artificial,2013,N/A,
MUD35,37.951492,-122.246684,,242,1.00,67.00,,175.70,Pond,Semi-permanent,Artificial,2010,N/A,
MUD35,37.951492,-122.246684,,242,0.50,69.00,,136.00,Pond,Semi-permanent,Artificial,2010,N/A,
COWPMUD,37.919475,-122.246917,,235,1.00,53.00,,216.00,Pond,Temporary,Artificial,2009,N/A,
MUD36,37.951324,-122.247079,,249,1.00,67.00,,237.00,Pond,Temporary,Artificial,2010,N/A,
MUD59,37.9205954,-122.2481959,,196,0.50,77.00,,339.40,Pond,Permanent,Artificial,2009,N/A,
MUD02,37.9794,-122.252043,,63,2.00,64.00,,268.30,Pond,Semi-permanent,Artificial,2010,N/A,
MUD57,37.923219,-122.2607,,304,2.00,97.00,,688.40,Pond,Temporary,Artificial,2009,N/A,
TIPND002,37.911215,-122.266949,,181,2.00,55.00,,177.80,Pond,Temporary,Artificial,2010,N/A,
TIPND001,37.911603,-122.267381,,167,0.50,66.00,,223.50,Pond,Temporary,Artificial,2010,N/A,
DR02,37.334949,-122.275175,,256,2.00,102.00,,519.10,Pond,Permanent,Artificial,2010,N/A,
DR02,37.334949,-122.275175,,256,2.00,99.00,,821.80,Pond,Permanent,Artificial,2010,N/A,
DR03,37.32689597,-122.2772755,,191,3.00,110.00,,627.30,Pond,Permanent,Artificial,2009,N/A,
DR04,37.343307,-122.283436,,326,1.50,80.00,,416.10,Pond,Permanent,Artificial,2010,N/A,
DR04,37.343307,-122.283436,,326,1.00,87.00,,513.40,Pond,Permanent,Artificial,2010,N/A,
DR19,37.32885,-122.286028,,194,3.00,329.00,,7150.70,Pond,Permanent,Artificial,2010,N/A,
DR20,37.327422,-122.28715,,185,3.00,435.00,,12197.00,Pond,Permanent,Artificial,2010,N/A,
DR05,37.336642,-122.28731,,250,3.00,192.00,,2122.60,Pond,Permanent,Artificial,2010,N/A,
DR09,37.35241,-122.29612,,365,2.00,69.00,,316.10,Pond,Permanent,Artificial,2009,N/A,
DR08,37.34963,-122.29857,,322,0.61,48.00,,180.10,Pond,Temporary,Artificial,2009,N/A,
DR14,37.34492722,-122.3040777,,289,1.00,99.00,,645.60,Pond,Permanent,Artificial,2009,N/A,
DR15,37.34302731,-122.3041695,,278,1.00,126.00,,1038.60,Pond,Permanent,Artificial,2009,N/A,
DR15,37.34302731,-122.3041695,,278,0.30,111.00,,816.10,Pond,Permanent,Artificial,2009,N/A,
DR10,37.35283671,-122.305352,,276,2.00,114.00,,751.50,Pond,Permanent,Artificial,2009,N/A,
DR10,37.35283671,-122.305352,,276,1.00,106.00,,450.70,Pond,Permanent,Artificial,2009,N/A,
DR17,37.33970591,-122.3073835,,331,2.00,119.00,,884.80,Pond,Permanent,Artificial,2009,N/A,
DR12,37.34793768,-122.3096743,,218,2.90,174.00,,1610.60,Pond,Permanent,Artificial,2009,N/A,
CA-BARTS,39.000547,-123.098123,,,2.00,,,,,,,2009,N/A,
BassPR,,,,295,1.00,219.00,,2961.20,Pond,Permanent,Artificial,2009,N/A,
BassPR,,,,295,,262.00,,3243.40,Pond,Permanent,Artificial,2013,N/A,
CO-12383,,,,1603,,,,,Pond,Permanent,Artificial,2007,N/A,
CO-6782,,,,1650,1.00,,,,Pond,Permanent,Artificial,2007,N/A,
CO-COCK2,,,,2054,,,,1491.00,Pond,Permanent,Artificial,2009,N/A,
CO-CUE2,,,,1608,,303.00,,4755.00,Lake,Permanent,Artificial,2011,N/A,
CO-CUE2,,,,1608,1.50,300.00,,4750.00,Lake,Permanent,Artificial,2011,N/A,
CO-Dee,,,,1788,1.50,102.00,,657.00,Pond,Permanent,Artificial,2011,N/A,
CO-Dee,,,,1788,2.00,,,729.00,Pond,Permanent,Artificial,2011,N/A,
CO-FFRC,,,,,1.30,204.00,,1967.00,Pond,Permanent,Artificial,2011,N/A,
CO-FFRC,,,,,1.00,204.00,,1967.00,Pond,Permanent,Artificial,2011,N/A,
CO-PETE,,,,,2.00,,,,Lake,Permanent,Natural,2009,N/A,
Hasapo,,,,,,,,,Pond,Permanent,Artificial,2007,N/A,
TROPA,,,,,,,,,Pond,Permanent,Artificial,2007,N/A,
MN-EDP,,,,,,,,,,,,,,
MT-JET,,,,,,,,,,,,,,
MT-PERMP,,,,,,,,,,,,,,
MT-TOOLM,,,,,,,,,,,,,,
OR-AFTER,,,,,,,,,,,,,,
OR-ALOHA,,,,,,,,,,,,,,
OR-ANDYS,,,,,,,,,,,,,,
OR-ASPEN,,,,,,,,,,,,,,
OR-BARRY,,,,,,,,,,,,,,
OR-BCE04,,,,,,,,,,,,,,
OR-CARM,,,,,,,,,,,,,,
OR-CATLE,,,,,,,,,,,,,,
OR-DEMP,,,,,,,,,,,,,,
OR-DIX01,,,,,,,,,,,,,,
OR-DIX02,,,,,,,,,,,,,,
OR-DOG,,,,,,,,,,,,,,
OR-DWALT,,,,,,,,,,,,,,
OR-DWAMA,,,,,,,,,,,,,,
OR-FANNO,,,,,,,,,,,,,,
OR-JACK,,,,,,,,,,,,,,
OR-MHCC,,,,,,,,,,,,,,
OR-MOONY,,,,,,,,,,,,,,
OR-MOSQU,,,,,,,,,,,,,,
OR-NEW,,,,,,,,,,,,,,
OR-P156G,,,,,,,,,,,,,,
OR-PADLE,,,,,,,,,,,,,,
OR-PIN02,,,,,,,,,,,,,,
OR-PIN1A,,,,,,,,,,,,,,
OR-PIN1B,,,,,,,,,,,,,,
OR-PN4.1,,,,,,,,,,,,,,
OR-PN4.2,,,,,,,,,,,,,,
OR-SLDEE,,,,,,,,,,,,,,
OR-SLNOR,,,,,,,,,,,,,,
OR-SPYGL,,,,,,,,,,,,,,
OR-TOMP,,,,,,,,,,,,,,
WA-COTON,,,,,,,,,,,,,,
WA-EAST,,,,,,,,,,,,,,
WA-MARYS,,,,,,,,,,,,,,
WA-MILOW,,,,,,,,,,,,,,
WA-ROUND,,,,,,,,,,,,,,
WA-SAMER,,,,,,,,,,,,,,
